,decision,optimal_auc,imitation_auc,optimal_acc,imitation_acc
0,0,0.8362552594670406,0.6054389312977099,0.8707482993197279,0.8775510204081632
1,1,0.9818181818181818,0.65625,0.9523809523809523,0.7687074829931972
2,2,-1.0,0.8102352193261284,1.0,0.8231292517006803
